rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,average_rating
m/when_harry_met_sally,When Harry Met Sally,"In 1977, college graduates Harry Burns (Billy Crystal) and Sally Albright (Meg Ryan) share a contentious car ride from Chicago to New York, during which they argue about whether men and women can ever truly be strictly platonic friends. Ten years later, Harry and Sally meet again at a bookstore, and in the company of their respective best friends, Jess (Bruno Kirby) and Marie (Carrie Fisher), attempt to stay friends without sex becoming an issue between them.","Rob Reiner's touching, funny film set a new standard for romantic comedies, and he was ably abetted by the sharp interplay between Billy Crystal and Meg Ryan.",R,"Comedy, Drama, Romance",Rob Reiner,Nora Ephron,"Billy Crystal, Meg Ryan, Carrie Fisher, Bruno Kirby, Steven Ford, Lisa Jane Persky, Michelle Nicastro, Gretchen Palmer, Rob Reiner, Joe Viviani, Robert Alan Beuth, David Burdick, Joseph Hunt, Kevin Rooney, Franc Luz, Tracy Reiner, Janet Hirshenson, Kyle T. Heffner, Kimberley LaMarque, Jane Jenkins, Stacey Katzin, Estelle Reiner, John Arceri, Peter Day, Harley Jane Kozak, Kuno Sponholtz, Charles Dugan, Connie Sawyer, Katherine Squire, Al Christy, Bernie Hern, Frances Chaney, Rose Wright, Aldo Rossi, Peter Pan, Donna Hardy, Jane Chung",1989-07-12,2016-11-28,95.0,Columbia Pictures,Certified-Fresh,91.0,74.0,Upright,89.0,396030.0,19,67,7,90.0
m/when_marnie_was_there,When Marnie Was There,A tomboy (Hailee Steinfeld) explores a long-abandoned villa and meets a mysterious blonde girl only she can see.,"When Marnie Was There is still blessed with enough visual and narrative beauty to recommend, even if it isn't quite as magical as Studio Ghibli's greatest works.",PG,"Animation, Drama","Hiromasa Yonebayashi, James Simone","Keiko Niwa, Hiromasa Yonebayashi, Masashi Ando","Kiernan Shipka, Hailee Steinfeld, John C. Reilly, Vanessa L. Williams, Geena Davis, Kathy Bates, Ellen Burstyn, Catherine O'Hara, Ava Acres, Grey DeLisle, Raini Rodriguez, Sara Takatsuki, Kasumi Arimura, Nanako Matsushima, Susumu Terajima, Toshie Negishi, Ryôko Moriyama, Kazuko Yoshiyuki, Hitomi Kuroki, Yûko Kaida, Hiroyuki Morisaki, Takuma Otoo, Hana Sugisaki, Shigeyuki Totsugi, Ken Yasuda, Yo Oizumi",2015-05-22,2019-12-12,103.0,GKIDS,Certified-Fresh,91.0,99.0,Upright,88.0,6236.0,28,90,9,89.5
m/when_the_levees_broke,When the Levees Broke: A Requiem in Four Acts,"Spike Lee documents life in New Orleans after Hurricane Katrina destroyed the city's anti-flooding safeguards in 2005. In the film, New Orleans residents tell their stories and vent their anger -- some calmly, some with unbridled rage -- at the callousness displayed by their local, state and national leaders. Survivors share their own heartbreaking tales, leveling charges and challenges at the officials who failed to protect their lives, their homes and their city.","When the Levees Broke offers a heart-rending elegy for an American city overflowing with culture, beset by natural disaster, and betrayed by institutional indifference.",NR,"Documentary, Special Interest, Television",Spike Lee,,"Harry Belafonte, Terence Blanchard, Mike Myers, Kathleen Blanco, Wynton Marsalis, C. Ray Nagin, Sean Penn, Al Sharpton, Kanye West, George W. Bush",2006-08-16,2006-12-19,255.0,,Fresh,97.0,34.0,Upright,96.0,5841.0,17,33,1,96.5
m/where_eagles_dare,Where Eagles Dare,"A crack team of Allied soldiers stages a daring rescue during World War II. A U.S. general is being held captive in an imposing castle fort, high in the Bavarian Alps. The audacious plan calls for Lt. Schaffer (Clint Eastwood), Maj. Smith (Richard Burton) and other operatives to parachute down wearing Nazi disguises. They'll penetrate the mountain outpost while undercover operatives assist them from within. But their mission changes when they discover that there's a traitor in their midst.",,PG,"Action & Adventure, Art House & International, Classics, Drama",Brian G. Hutton,Alistair MacLean,"Richard Burton, Clint Eastwood, Mary Ure, Patrick Wymark, Michael Hordern, Donald Houston, Peter Barkworth, Robert Beatty, William Squire, Derren Nesbitt, Anton Diffring, Brook Williams, Neil McCarthy, Vincent Ball, Victor Beaumont, Richard Beale, Ivor Dean, Lyn Kennington, Nigel Lambert, Michael Rooney, Ernst Walder, Ingrid Pitt, Ferdinand ""Ferdy"" Mayne, Philip Stone",1969-03-12,2015-09-11,158.0,MGM Home Entertainment,Fresh,91.0,23.0,Upright,89.0,27656.0,6,21,2,90.0
m/where_the_sidewalk_ends,Where the Sidewalk Ends,"Ashamed that his father lived a life of crime, hard-boiled New York City cop Mark Dixon (Dana Andrews) has a reputation for being too tough on criminals. So when Dixon unintentionally kills a murder suspect during a routine questioning, he hides the fact from the department and tries to pin the killing on his nemesis, notorious gangster Scalise (Gary Merrill). The snag in the cop's plan comes when his boss wrongly accuses the father of Dixon's love interest, Morgan (Gene Tierney), of the murder.",,NR,"Classics, Drama, Mystery & Suspense",Otto Preminger,"Ben Hecht, Frank P. Rosenberg, Victor Trivas, Robert Kent","Dana Andrews, Gene Tierney, Gary Merrill, Craig Stevens, Bert Freed, Tom Tully, Karl Malden, Ruth Donnelly, Harry von Zell, Robert Simon, Robert F. Simon, Don Appell, Neville Brand, Grace Mills, Lou Krugman, David McMahon, David Wolfe, Steve Roberts, Phil Tully, Ian MacDonald, John Close, John McGuire, Lou Nova, Oleg Cassini, Louise Lorimer, Lester Sharpe, Chili Williams, Robert Foulk, Eda Reiss Merin, Mack Williams, Duke Watson, Clancy Cooper, Robert Evans, Joseph Granby, Harry Brooks, Anthony George, Wanda Smith, Tony Barr, Shirley Tegge, Peggy O'Connor, Milton Gowman, Lee MacGregor, Charles Flynn, Larry Thompson, Ralph Peters, Robert B. Williams, John Marshall, Clarence Straight, Robert Patten, Louise Lane, Kathleen Hughes, John Trebach, Barry Brooks, Herbert C. Lytton, Fred Graham",1950-01-01,2017-03-10,95.0,20th Century Fox,Fresh,100.0,15.0,Upright,87.0,1486.0,4,15,0,93.5
m/wheres_daddy,Where's Daddy?,,,NR,Documentary,Rel Dowdell,Rel Dowdell,,,,,Dowdell Film Company,Fresh,100.0,6.0,,,,0,6,0,100.0
m/which_way_home_2009,Which Way Home,"In this gripping documentary, a group of young, unaccompanied Central American children struggle to make their way through Mexico, in order to ultimately reach the United States and jump the border to a new home. Director Rebecca Cammisa follows the struggles of these would-be illegal aliens as they battle poverty, dangerous train rides and potential predators, keeping their sights set on the possibility of a better life that awaits in a new country.",,NR,"Documentary, Special Interest",Rebecca Cammisa,,,2009-01-31,2015-02-11,83.0,HBO Films,Fresh,100.0,8.0,Upright,92.0,596.0,4,8,0,96.0
m/which_way_is_the_front_line_from_here_the_life_and_times_of_tim_hetherington,Which Way Is the Front Line from Here? The Life and Times of Tim Hetherington,"""Restrepo"" filmmaker Sebastian Junger pays tribute to his co-director Tim Hetherington, who lost his life in Libya in 2011.",,NR,"Documentary, Special Interest",Sebastian Junger,,Tim Hetherington,2013-04-12,2016-11-30,79.0,HBO Films,Fresh,100.0,15.0,Upright,94.0,365.0,9,15,0,97.0
m/whiplash_2014,Whiplash,"Andrew Neiman (Miles Teller) is an ambitious young jazz drummer, in pursuit of rising to the top of his elite music conservatory. Terence Fletcher (J.K. Simmons), an instructor known for his terrifying teaching methods, discovers Andrew and transfers the aspiring drummer into the top jazz ensemble, forever changing the young man's life. But Andrew's passion to achieve perfection quickly spirals into obsession, as his ruthless teacher pushes him to the brink of his ability and his sanity.","Intense, inspiring, and well-acted, Whiplash is a brilliant sophomore effort from director Damien Chazelle and a riveting vehicle for stars J.K. Simmons and Miles Teller.",R,Drama,Damien Chazelle,Damien Chazelle,"Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser, Austin Stowell, Nate Lang, Max Kasch, Damon Gupton, Chris Mulkey, Suanne Spoke, Charlie Ian, Jayson Blair, Kofi Siriboe, Kavita Patil, C.J. Vana, Tarik Lowe, Tyler Kimball, Rogelio Douglas, Jr., Adrian Burks, Calvin C. Winbush, Joseph Bruno, Michael D. Cohen, Michael D. Cohen, Jocelyn Ayanna, Keenan Henson, Janet Joskins, April Grace, Clifton Eddie, Marcus Henderson, Tony Baker, Henry G. Sanders, Sam Campisi, Jimmie Kirkpatrick, Keenan Allen, Ayinde Vaughn, Shai Golan, Yancey Wells",2014-10-10,2016-09-08,106.0,Sony Pictures Classics,Certified-Fresh,94.0,296.0,Upright,94.0,70212.0,67,277,19,94.0
m/whisky,Whisky,"A Cannes-winning film that relies on subtlety for its affect. Jacobo Koller runs a near-derelict sock factory and leads a life of quiet desperation. When his more successful brother Herman announces a surprise visit after many years' absence, Jacobo is desperate to prove he's successful at something and asks his near-mute assistant Marta Acuna to pose as his wife. His brother arrives and the weekend turns wickedly comical.",,NR,"Art House & International, Comedy","Juan Pablo Rebella, Pablo Stoll",,"Andrés Pazos, Mirella Pascual, Jorge Bolani, Ana Katz, Daniel Hendler, Verónica Perrotta, Mariana Velazques, Dumas Lerena, Damián Barrera, Alfonso Tort, Francisca Barreira, Antonio Baldomir, Hugo Bardallo, Adrián Biniez, José Pedro Bujaruz, Alejandro Castiglioni, Carlos Colacce, Maria Belen De Leon, Gapo Delgado, Mariana Epstein",2004-10-12,2016-08-09,99.0,Global Film Initiative,Fresh,100.0,16.0,Upright,75.0,2809.0,3,16,0,87.5
m/whisper-of-the-heart,Whisper of the Heart (Mimi wo sumaseba) (If You Listen Closely),,,PG,"Animation, Art House & International, Drama",Yoshifumi Kondo,,"Brittany Snow, Cary Elwes, Courtney Thorne-Smith, David Gallagher",2006-01-19,,,Optimum Releasing,Fresh,94.0,17.0,Upright,90.0,26648.0,1,16,1,92.0
m/white_heat,White Heat,"Gang leader Cody Jarrett (James Cagney) lives for his mother, planning heists between horrible headaches. During a train robbery that goes wrong, Cody shoots an investigator. Realizing Cody will never be stopped if he knows he's being pursued, authorities plant undercover agent Hank (Edmond O'Brien) in Cody's cell. When his mother dies, a distraught Cody breaks out of jail, bringing Hank along to join his gang. With Hank in communication with the police, Cody plans a payroll heist.",Raoul Walsh's crime drama goes further into the psychology of a gangster than most fear to tread and James Cagney's portrayal of the tragic anti-hero is constantly volatile.,NR,"Action & Adventure, Classics, Drama, Mystery & Suspense",Raoul Walsh,"Ben Roberts, Ivan Goff, Virginia Kellogg","James Cagney, Virginia Mayo, Edmond O'Brien, Margaret Wycherly, Steve Cochran, John Archer, Wally Cassell, Wally Cassel, Fred Clark, Ford Rainey, Fred Coby, G. Pat Collins, Mickey Knox, Paul Guilfoyle, Robert Osterloh, Ian MacDonald, Ray Montgomery, Hank Fallon, Jim Toney, Leo Cleary, Murray Leonard, Terry O'Sullivan, Marshall Bradford, Milton Parsons, Eddie Phillips, Robert Foulk, Jim Thorpe, Eddie Foster, Lee Phelps, John Pickard, Perry Ivins, Nolan Leary, Joel Allen, Grandon Rhodes, John McGuire, Harry Lauter, Ray Bennett, Harry Strang, Jack Worth, Bob Fowke, Art Foster, Arthur Miles, Sid Melton, Fern Eggen, Sherry Hall, Garrett Craig, Larry McGrath, George Spaulding, Buddy Gorman, Claudia Barrett, De Forrest Lawrence, George Taylor, John K. Butler, Stanton Herzog, Carl Harbaugh",1949-09-02,2009-11-01,114.0,WARNER BROTHERS PICTURES,Fresh,97.0,34.0,Upright,93.0,9153.0,5,33,1,95.0
m/white_light_black_rain,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,"Using extensive interviews with survivors and archival footage, an examination reveals the aftermath of the atomic bombing of Hiroshima and Nagasaki.",,NR,"Documentary, Special Interest",Steven Okazaki,Steven Okazaki,"Yasuyo Tanaka, Chiemi Oka, Sakue Shimohira, Kasuji Yoshida, Satoru Fukahori, Etsuko Nagano, Senji Yamaguchi, Sumiteru Taniguchi, Kiyoko Imori, Shigeko Sasamori, Keiji Nakazawa, Sunao Tsuboi, Shuntaro Hida, Kim Panyeon, Morris Jepson, Theodore van Kirk, Lawrence Johnston, Harold Agnew",2007-08-06,2016-05-22,85.0,HBO,Fresh,100.0,6.0,Upright,96.0,933.0,3,6,0,98.0
m/white_stripes_under_great_white_northern_lights,The White Stripes Under Great White Northern Lights,"Music video director Emmett Malloy shadows guitarist and singer Jack White and drummer Meg White on their 2007 Canadian tour. Alongside traditional concerts, the film shows the duo performing in unusual spaces like a Winnipeg city bus, an Ontario flour mill and a gathering of Native American tribal elders. Also included are intimate backstage moments between Jack and Meg, a formerly married couple whose time as a band was nearing its end during this tour, which proved to be their last.",,NR,"Documentary, Musical & Performing Arts, Special Interest",Emmett Malloy,Emmett Malloy,"The White Stripes, Jack White, Meg White",2010-03-11,2016-03-22,93.0,Third Man Films,Fresh,91.0,11.0,Upright,90.0,895.0,4,10,1,90.5
m/who_framed_roger_rabbit,Who Framed Roger Rabbit,"Down-on-his-luck private eye Eddie Valiant (Bob Hoskins) gets hired by cartoon producer R.K. Maroon (Alan Tilvern) to investigate an adultery scandal involving Jessica Rabbit (Kathleen Turner), the sultry wife of Maroon's biggest star, Roger Rabbit (Charles Fleischer). But when Marvin Acme (Stubby Kaye), Jessica's alleged paramour and the owner of Toontown, is found murdered, the villainous Judge Doom (Christopher Lloyd) vows to catch and destroy Roger.","Who Framed Roger Rabbit is an innovative and entertaining film that features a groundbreaking mix of live action and animation, with a touching and original story to boot.",PG,"Action & Adventure, Animation, Comedy, Kids & Family, Mystery & Suspense",Robert Zemeckis,"Peter S. Seaman, Jeffrey Price","Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Charles Fleischer, Kathleen Turner, Roger Rabbit, Richard Le Parmentier, Stubby Kaye, Alan Tilvern, Joel Silver, Betsy Brantley, Amy Irving, Lou Hirsch, Morgan Deare, Mae Questel, Tony Anselmo, Joe Alaskey, June Foray, Richard Williams, Wayne Allwine, Russi Taylor, Tony Pope, Cherry Davis, Peter Westy, Frank Sinatra, Mel Blanc, Michael Edmonds, Chris Fleischer, Eric B. Sindon, Paul Springer, Richard Ridings, Edwin Craig, Lindsay Holiday, Danny Capri, Christopher Hollosy, John-Paul Sipla, Laura Frances, Joel Cutrara, Billy J. Mitchell, Ed Herlihy, James O'Connell, Eugene Guirterrez, April Winchell, Mary T. Radford, Fred Newman, Les Perkins, Pat Buttram, Del Baker, Jim Gallant, Andrew Bradford, Peter Diamond, Sadie Corre",1988-06-22,2015-12-13,104.0,Buena Vista Distribution Compa,Certified-Fresh,97.0,65.0,Upright,84.0,442722.0,16,63,2,90.5
m/who_is_harry_nilsson,Who is Harry Nilsson (And Why is Everybody Talkin' About Him)?,"Brian Wilson, Yoko Ono and Robin Williams are among Nilsson's friends, family and colleagues who delve into the acclaimed singer-songwriter's music, creative process and personal demons.",,NR,"Documentary, Musical & Performing Arts",John Scheinfeld,John Scheinfeld,"Harry Nilsson, Gerry Beckley, Lee Blackman, Perry Botkin, Jr., Ray Cooper, Micky Dolenz, Stanley Dorfman, Terry Gilliam, Bruce Grakal, Doug Hoefer, Dustin Hoffman, Mark Hudson, Danny Hutton, Eric Idle, Rick Jarrard, Al Kooper, Trevor Lawrence, John Lennon, Randy Newman, Annie Nilsson, Beau Nilsson, Diane Nilsson, Olivia Nilsson, Una Nilsson, Zak Nilsson, Yoko Ono, May Pang, Van Dyke Parks, Richard Perry, Dick Smothers, Tom Smothers, Ringo Starr, Joan Taylor, The Monkees, Jon Voight, Jimmy Webb, Paul Williams, Robin Williams, Brian Wilson, Fred Wolf (II)",2010-09-10,2016-11-30,116.0,Lorber Films,Fresh,86.0,14.0,Upright,87.0,870.0,6,12,2,86.5
m/who_killed_the_electric_car,Who Killed the Electric Car?,"Following a strict mandate on air emissions in California, General Motors launches the EV-1 in 1997. It is an electric automobile that requires no gas, oil, muffler or brake changes and is, seemingly, the world's first perfect car. Yet six years later, GM recalls and destroys the EV-1 fleet. Filmmaker Chris Paine examines the birth and death of a revolutionary vehicle.","A searing indictment of big business and greed, Who Killed The Electric Car? is a well-tuned doc that simultaneously entertains and enrages.",PG,"Documentary, Musical & Performing Arts",Chris Paine,Chris Paine,"Greg ""Gadget"" Abbot, David Freeman, Dave Barthmuss, Tom Hanks, Mel Gibson, Jim Boyd and His Men of the West, Peter Horton, Alexandra Paul, Alec N. Brooks, Alan Cocconi, Phyllis Diller, Colette Divine, John R. Dabels, Chelsea Sexton, Bob Sexton, Tom Everhart, David S. Freeman, Ralph Nader, Ed Begley Jr., Frank Gaffney, J. Karen Thomas, Marc Geller, Paul Scott, Greg Hanssen, Huell Howser, Leslie Kendall, Doug Korthof, Alan C. Lloyd, Alan Lowenthal, Edward H. Murphy, Dan Neil, Linda Nicholes, Iris Ovshinsky, Stanford Ovshinsky, Bill Reinert, Wally Rippel, Paul Roberts, Joseph J. Romm, Martin Sheen, Jananne Sharpless, John R. Wallace, R. James Woolsey, Bill Wylam",2006-06-28,2012-04-16,92.0,Sony Pictures Classics,Certified-Fresh,89.0,106.0,Upright,84.0,43181.0,36,94,12,86.5
m/who_the_and_is_jackson_pollock,Who the #$&% Is Jackson Pollock?,"Teri Horton, a former truck driver, buys a painting at a thrift shop for $5. Learning that the piece may have been painted by Jackson Pollock and may be worth about $50 million, she tries to have it authenticated. When some experts declare the painting worthless, she enlists the aid of a forensic scientist and others to establish its credentials.",,PG-13,"Documentary, Musical & Performing Arts, Special Interest",Harry Moses,Harry Moses,"Teri Horton, Tod Michael Volpe, Ben Heller, Nick Carone, John Myatt, Peter Paul Biro, Thomas Hoving, Jeffrey Bergen, Joe Beam, Judy Hill, Teri Paquin, Bill Page, Ron Spencer, Allan Stone",2006-11-15,2012-04-01,74.0,Picturehouse,Fresh,100.0,15.0,Upright,72.0,3246.0,7,15,0,86.0
m/whos_afraid_of_virginia_woolf,Who's Afraid of Virginia Woolf?,"History professor George (Richard Burton) and his boozy wife, Martha (Elizabeth Taylor), return late one Saturday night from a cocktail party at the home of the college president, Martha's father. Martha announces that she invited another couple, newly appointed instructor Nick (George Segal) and his timid wife, Honey (Sandy Dennis), over for a nightcap. When the younger couple arrive, the night erupts into a no-holds-barred torrent of marital angst and verbal tirades.","Led by a volcanic performance from Elizabeth Taylor, Who's Afraid of Virginia Woolf? is a scathing adaptation of the Edward Albee play that serves as a brilliant calling card for debuting director Mike Nichols.",R,"Classics, Drama",Mike Nichols,Ernest Lehman,"Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis",1966-06-22,2008-05-01,129.0,Warner Home Video,Certified-Fresh,95.0,43.0,Upright,91.0,21663.0,8,41,2,93.0
m/why_dont_you_just_die,"Why Don't You Just Die! (Papa, sdokhni)",,"As wickedly smart as it is energetic, Why Don't You Just Die! should satisfy audiences in the mood for a gore-soaked good time.",NR,"Art House & International, Comedy, Drama, Mystery & Suspense",Kirill Sokolov,Kirill Sokolov,"Aleksandr Kuznetsov, Vitaliy Khaev, Evgeniya Kregzhde, Mikhail Gorevoy, Elena Shevchenko",2020-04-10,,,Arrow Video,Certified-Fresh,97.0,70.0,Upright,81.0,58.0,9,68,2,89.0
m/wild_bill_2011,Wild Bill,"After serving a prison sentence, Bill connects with his oldest son, Jimmy, who soon gets in trouble with his old cohorts. Bill has to choose between helping Jimmy and violating his parole, or letting his son fend for himself -- and remaining free.",,NR,"Art House & International, Drama",Dexter Fletcher,"Dexter Fletcher, Danny King","Charlie Creed-Miles, Will Poulter, Sammy Williams, Liz White, Sean Pertwee, Charlotte Spencer, Leo Gregory, Neil Maskell, Jason Flemyng, Iwan Rheon, Andy Serkis, Olivia Williams, Marc Warren, Jaime Winstone, Graham Fletcher-Cook, Lee Whitlock",2011-01-01,2017-02-15,98.0,Cinedigm,Fresh,100.0,26.0,Upright,82.0,7306.0,5,26,0,91.0
m/wild_combination_a_portrait_of_arthur_russell,Wild Combination: A Portrait of Arthur Russell,"Multitalented musician Arthur Russell leaves Iowa, follows Allen Ginsberg from San Francisco to New York and launches a career that reaches its heyday in the 1980s.",,NR,"Documentary, Musical & Performing Arts, Special Interest",Matt Wolf,Matt Wolf,"Bob Blank, Ernie Brooks, Steven Hall, Steve Knutson, Tommy H. Lee, Jens Lekman, Lola Love, Allen Ginsberg, Chuck Russell, Philip Glass, Emily Russell, Will Socolov, David Toop, Peter Zummo",2008-02-13,2017-03-31,70.0,Plexifilm,Fresh,100.0,5.0,Upright,82.0,328.0,3,5,0,91.0
m/wild_parrots_of_telegraph_hill,The Wild Parrots of Telegraph Hill,"A homeless musician's life is transformed after he discovers a flock of wild South American parrots living in San Francisco. How they got there is a mystery, but Mark Bittner forms a bond with the exotic birds through his music and his patient, attentive care. Over time he comes to appreciate their individual identities and makes a case for humans to reevaluate their relationship to animals. When he is forced to leave them, he despairs over the birds' fate.",Interesting and appealing as both a study of man and nature.,G,"Documentary, Special Interest",Judy Irving,Mark Bittner,"Mark Bittner, Ivan Stormgart, Jane Eyrich, Mark Bittner, Maggie McCall, Shawn Hall, John Aikin, Gary Scott Thompson, Richard Schulke, Elizabeth Wright Shapiro, Betsy Lott, Jamie Yorck, Jann Eyrich, Nate Lott, John Aiken, Tom Eby, Denise St. Onge",2005-02-09,2016-08-17,83.0,Shadow Distribution,Certified-Fresh,95.0,101.0,Upright,85.0,5243.0,31,96,5,90.0
m/wild_river,Wild River,"Eager to further his career, ambitious Tennessee Valley Authority administrator Chuck Glover (Montgomery Clift) journeys to a small town to oversee the clearing of the valley in preparation for the construction of a new dam. His plans meet with opposition in the form of the town's stubborn matriarch, 80-year-old Ella Garth (Jo Van Fleet), who refuses to leave. As Glover attempts to convince Garth, he falls in love with her granddaughter, Carol Garth Baldwin (Lee Remick).",,NR,"Classics, Drama",Elia Kazan,Paul Osborn,"Montgomery Clift, Lee Remick, Jo Van Fleet, Jay C. Flippen, Albert Salmi, James Westerfield, Big Jeff Bess, Robert Earl Jones, Frank Overton, Barbara Loden, Malcolm Atterbury, Bruce Dern, Pat Hingle, Judy Harris, Jim Menard, Jim Steakley, Patricia Perry, John Dudley, Alfred E. Smith, Mark Menson",1960-03-26,2017-04-04,110.0,Fox,Fresh,100.0,12.0,Upright,83.0,531.0,7,12,0,91.5
m/wild_rose_2019,Wild Rose,"Fresh out of prison, a Scottish woman juggles her job and two children while pursuing her dream of becoming a country music star. She soon gets her chance when she travels to Nashville, Tenn., on a life-changing journey to discover her true voice.","There's no shortage of star-is-born stories, but Wild Rose proves they can still be thoroughly entertaining -- and marks its own transcendent moment for lead Jessie Buckley.",R,"Comedy, Drama",Tom Harper,Nicole Taylor,"Jessie Buckley, Julie Walters, Sophie Okonedo, Jamie Sives, James Harkness",2019-06-21,2019-09-17,101.0,NEON,Certified-Fresh,92.0,190.0,,87.0,170.0,33,175,15,89.5
m/wild_strawberries,Wild Strawberries,"Crotchety retired doctor Isak Borg (Victor Sjöström) travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne (Ingrid Thulin), in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara (Bibi Andersson), a dead ringer for the doctor's own first love.",Wild Strawberries were never so bittersweet as Ingmar Bergman's beautifully written and filmed look at one man's nostalgic journey into the past.,NR,Drama,Ingmar Bergman,Ingmar Bergman,"Victor Sjöström, Bibi Andersson, Ingrid Thulin, Gunnar Bjornstrand, Max von Sydow, Jullan Kindahl, Gunnar Bjrnstrand, Naima Wifstrand, Folke Sundquist, Björn Bjelvenstam, Julian Kindahl, Gunnel Broström, Naima Wilfstrand, Gertrud Fridh, Åke Fridell, Sif Ruud, Gunnar Sjöberg, Yngve Nordwall, Goran Lundstrom, Per Sjöstrand, Gio Petre, Gunnel Lindblom, Maud Hansson, Anne-Mari Wiman, Eva Noree, Lena Bergman, Monica Ehrling, Per Skogsberg, Goran Lundquist, Helge Wulff, Gunnar Olson, Wulff Lund",1957-12-26,2017-01-14,90.0,Janus Films,Certified-Fresh,95.0,44.0,Upright,94.0,22663.0,6,42,2,94.5
m/wild_style,Wild Style,South Bronx graffiti artist Shy Zoro is commissioned to paint a backdrop for a rap/break-dance concert.,,R,"Documentary, Drama, Musical & Performing Arts","Charlie Ahearn, Charlie Ahearne",Charlie Ahearn,"Lee George Quinones, Pink Lady, Patti Astor, Sandra ""Pink"" Fabara, Andrew (Zephyr) Witten, Fab 5 Freddy, Grandmaster Flash, Easy A.D., Almighty K.G., Grandmaster Caz, Charlie Chase, Frosty Freeze, Tony Tone, Cold Crush Brothers, Mr. Freeze, Prince Ken Swift, Bill Rice, Lisa Lee, Henrietta Henry, Pamela Smith (XXI), Busy Bee, GrandMixer DXT, Master Rob, Rubie Dee, Pop-o-Matics",2013-09-27,2016-08-10,82.0,First Run Features,Fresh,89.0,18.0,Upright,87.0,4084.0,12,16,2,88.0
m/wild_tales,Wild Tales,A waitress adds a special ingredient to an arrogant loan shark's meal in one of several tales dealing with extremes of human behavior.,"Wickedly hilarious and delightfully deranged, Wild Tales is a subversive satire that doubles as a uniformly entertaining anthology film.",R,"Comedy, Drama, Mystery & Suspense",Damián Szifron,Damián Szifron,"Ricardo Darín, Leonardo Sbaraglia, Darío Grandinetti, Erica Rivas, Oscar Martínez, Osmar Nuñez, María Marull, Monica Villa, Rita Cortese, Julieta Zylberberg, César Bordón, Walter Donado, Nancy Dupláa, María Onetto, German deSilva, Diego Gentile",2015-02-20,2016-10-20,122.0,Sony Pictures Classics,Certified-Fresh,94.0,156.0,Upright,92.0,14388.0,39,147,9,93.0
m/willy_wonka_and_the_chocolate_factory,Willy Wonka and the Chocolate Factory,"The last of five coveted ""golden tickets"" falls into the hands of a sweet but very poor boy. He and his grandpa then get a tour of the strangest chocolate factory in the world. The owner leads five young winners on a thrilling and often dangerous tour of his factory.","Willy Wonka and the Chocolate Factory is strange yet comforting, full of narrative detours that don't always work but express the film's uniqueness.",G,"Classics, Comedy, Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",Mel Stuart,"David Seltzer, Roald Dahl","Gene Wilder, Jack Albertson, Peter Ostrum, Michael Bollner, Denise Nickerson, Ursula Reit, Leonard Stone, Julie Dawn Cole, Roy Kinnear, Paris Themmen, Nora Denney, Diana Sowle, David Battley, Gunter Meissner, Peter Capell, Werner J. Heyking, Ernest Ziegler, Dora Altmann, Franziska Liebing, Aubrey Woods, Günter Meisner",1971-06-30,2015-12-11,98.0,Paramount Pictures,Fresh,90.0,48.0,Upright,87.0,878002.0,4,43,5,88.5
